1	0	0.34	0.317460317	0.460784314	0.151515152	0	0.32885906	0.357142857	0.015873016	0.3	0.384	0.278846154	0.480392157	0.325	0.45	0.401785714	0.285714286	0.338842975	0.193181818	0.338129496	0.051724138	0.214285714	0.323529412	0.230769231	0.49	0.148648649	0.307692308	0.397058824	0.296774194	0.347368421	0	0.44	0.306666667	0.577777778	0.204545455	0.336	0.353846154
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.34	0	1	0.273972603	0.28030303	0.213483146	0	0.313253012	0.337209302	0.012048193	0.235632184	0.295302013	0.416666667	0.461538462	0.333333333	0.269230769	0.552631579	0.380434783	0.205298013	0.116071429	0.295597484	0.051948052	0.146666667	0.257861635	0.184549356	0.469565217	0.129032258	0.34375	0.419753086	0.175531915	0.147286822	0	0.291338583	0.285714286	0.5	0.158536585	0.246666667	0.209876543
0.317460317	0	0.273972603	1	0.647540984	0.186666667	0	0.724137931	0.1484375	0.008695652	0.364640884	0.730769231	0.193548387	0.318181818	0.619631902	0.655462185	0.33974359	0.554347826	0.363057325	0.097902098	0.676056338	0.018018018	0.244635193	0.622377622	0.246963563	0.322368421	0.096	0.435643564	0.176	0.297435897	0.40625	0	0.633333333	0.698630137	0.337931034	0.354700855	0.646616541	0.349112426
0.460784314	0	0.28030303	0.647540984	1	0.168965517	0	0.606896552	0.214953271	0.010204082	0.411042945	0.704918033	0.263157895	0.409090909	0.534161491	0.935483871	0.391304348	0.494444444	0.448529412	0.111111111	0.649253731	0.032258065	0.281690141	0.653846154	0.287610619	0.415384615	0.111111111	0.429319372	0.25	0.380116959	0.481818182	0	0.845360825	0.593103448	0.43902439	0.351351351	0.683333333	0.416107383
0.151515152	0	0.213483146	0.186666667	0.168965517	1	0	0.247588424	0.126482213	0.016	0.336805556	0.222222222	0.228136882	0.200704225	0.264150943	0.175438596	0.261818182	0.325	0.303703704	0.161417323	0.236842105	0.012096774	0.507042254	0.262798635	0.598566308	0.20212766	0.104417671	0.38961039	0.126482213	0.401433692	0.186567164	0	0.163763066	0.233226837	0.220588235	0.467741935	0.22260274	0.311827957
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.32885906	0	0.313253012	0.724137931	0.606896552	0.247588424	0	1	0.201342282	0.006802721	0.381188119	0.797202797	0.291666667	0.432926829	0.591397849	0.612676056	0.353932584	0.709677419	0.359116022	0.111764706	0.914893617	0.021126761	0.298387097	0.571428571	0.317829457	0.438271605	0.076433121	0.563106796	0.226027397	0.319444444	0.333333333	0	0.561643836	0.904761905	0.439490446	0.396	0.588607595	0.413043478
0.357142857	0	0.337209302	0.1484375	0.214953271	0.126482213	0	0.201342282	1	0.022727273	0.173333333	0.212598425	0.341176471	0.294117647	0.155688623	0.2	0.232142857	0.168478261	0.144	0.162162162	0.218978102	0.076923077	0.100502513	0.15	0.144927536	0.3	0.157894737	0.196721311	0.52	0.116564417	0.12371134	0	0.19047619	0.204081633	0.397727273	0.103139013	0.129770992	0.162962963
0.015873016	0	0.012048193	0.008695652	0.010204082	0.016	0	0.006802721	0.022727273	1	0.021126761	0.008196721	0.0375	0.01	0.0125	0.010638298	0.009433962	0.016574586	0.027522936	0.057692308	0.007407407	0	0.02173913	0.023622047	0.01980198	0.010204082	0.129032258	0.016216216	0.022727273	0.027210884	0.054054054	0.142857143	0.010752688	0.006896552	0.010989011	0.023809524	0.017391304	0.032786885
0.3	0	0.235632184	0.364640884	0.411042945	0.336805556	0	0.381188119	0.173333333	0.021126761	1	0.395604396	0.289156627	0.296089385	0.465	0.430379747	0.265957447	0.39380531	0.537974684	0.148148148	0.390625	0.014285714	0.386956522	0.458100559	0.421940928	0.299435028	0.144827586	0.463302752	0.23943662	0.424242424	0.421768707	0	0.397515528	0.36453202	0.359756098	0.447698745	0.476190476	0.485549133
0.384	0	0.295302013	0.730769231	0.704918033	0.222222222	0	0.797202797	0.212598425	0.008196721	0.395604396	1	0.254901961	0.4	0.594117647	0.728813559	0.341614907	0.592391304	0.407643312	0.123287671	0.713286713	0.025641026	0.296943231	0.62585034	0.307053942	0.405405405	0.090909091	0.47761194	0.232	0.354166667	0.385185185	0	0.624	0.734693878	0.395833333	0.408695652	0.649635036	0.415662651
0.278846154	0	0.416666667	0.193548387	0.263157895	0.228136882	0	0.291666667	0.341176471	0.0375	0.289156627	0.254901961	1	0.440677966	0.290502793	0.261538462	0.323308271	0.317708333	0.292857143	0.24	0.305732484	0.038961039	0.229665072	0.344594595	0.267281106	0.448275862	0.238095238	0.367021277	0.407407407	0.25	0.225	0	0.2734375	0.264705882	0.47706422	0.224137931	0.248322148	0.344827586
0.480392157	0	0.461538462	0.318181818	0.409090909	0.200704225	0	0.432926829	0.294117647	0.01	0.296089385	0.4	0.440677966	1	0.368131868	0.378787879	0.603305785	0.433862434	0.283870968	0.163934426	0.438709677	0.031578947	0.227678571	0.331288344	0.241525424	0.978723404	0.109090909	0.455026455	0.346938776	0.272727273	0.240601504	0	0.381679389	0.412121212	0.672897196	0.227642276	0.324675325	0.339622642
0.325	0	0.333333333	0.619631902	0.534161491	0.264150943	0	0.591397849	0.155688623	0.0125	0.465	0.594117647	0.290502793	0.368131868	1	0.50931677	0.408839779	0.596153846	0.452513966	0.127777778	0.543478261	0.012738854	0.328063241	0.625730994	0.335849057	0.372222222	0.12962963	0.570093458	0.176829268	0.384259259	0.37804878	0	0.50310559	0.563829787	0.403508772	0.429133858	0.645962733	0.397959184
0.45	0	0.269230769	0.655462185	0.935483871	0.175438596	0	0.612676056	0.2	0.010638298	0.430379747	0.728813559	0.261538462	0.378787879	0.50931677	1	0.362318841	0.488764045	0.473282443	0.114754098	0.643939394	0.033707865	0.293269231	0.661417323	0.298642534	0.384615385	0.115384615	0.408376963	0.272727273	0.380952381	0.5	0	0.842105263	0.598591549	0.406504065	0.3640553	0.706896552	0.427586207
0.401785714	0	0.552631579	0.33974359	0.391304348	0.261818182	0	0.353932584	0.232142857	0.009433962	0.265957447	0.341614907	0.323308271	0.603305785	0.408839779	0.362318841	1	0.420512821	0.25	0.104477612	0.339181287	0.02970297	0.190677966	0.343373494	0.196	0.613445378	0.103448276	0.412060302	0.266055046	0.232323232	0.221428571	0	0.355072464	0.327777778	0.56779661	0.184615385	0.329113924	0.237288136
0.285714286	0	0.380434783	0.554347826	0.494444444	0.325	0	0.709677419	0.168478261	0.016574586	0.39380531	0.592391304	0.317708333	0.433862434	0.596153846	0.488764045	0.420512821	1	0.362318841	0.130653266	0.690607735	0.016853933	0.335820896	0.5625	0.352517986	0.438502674	0.132596685	0.71291866	0.194444444	0.35443038	0.326203209	0	0.483146067	0.689839572	0.416216216	0.425925926	0.543010753	0.40952381
0.338842975	0	0.205298013	0.363057325	0.448529412	0.303703704	0	0.359116022	0.144	0.027522936	0.537974684	0.407643312	0.292857143	0.283870968	0.452513966	0.473282443	0.25	0.362318841	1	0.233870968	0.368421053	0.009259259	0.554347826	0.461538462	0.512437811	0.287581699	0.198198198	0.444444444	0.181818182	0.62745098	0.557522124	0	0.432835821	0.348066298	0.310344828	0.476415094	0.493055556	0.709923664
0.193181818	0	0.116071429	0.097902098	0.111111111	0.161417323	0	0.111764706	0.162162162	0.057692308	0.148148148	0.123287671	0.24	0.163934426	0.127777778	0.114754098	0.104477612	0.130653266	0.233870968	1	0.120253165	0.04	0.19895288	0.171232877	0.199029126	0.147540984	0.266666667	0.174358974	0.162162162	0.215189873	0.202020202	0	0.106557377	0.106508876	0.136752137	0.201877934	0.144927536	0.227941176
0.338129496	0	0.295597484	0.676056338	0.649253731	0.236842105	0	0.914893617	0.218978102	0.007407407	0.390625	0.713286713	0.305732484	0.438709677	0.543478261	0.643939394	0.339181287	0.690607735	0.368421053	0.120253165	1	0.023076923	0.302521008	0.527272727	0.322580645	0.444444444	0.082758621	0.542288557	0.227941176	0.325242718	0.360544218	0	0.6	0.874125874	0.445945946	0.404166667	0.614864865	0.425287356
0.051724138	0	0.051948052	0.018018018	0.032258065	0.012096774	0	0.021126761	0.076923077	0	0.014285714	0.025641026	0.038961039	0.031578947	0.012738854	0.033707865	0.02970297	0.016853933	0.009259259	0.04	0.023076923	1	0.005434783	0.024193548	0.015	0.032258065	0	0.016483516	0.076923077	0.020689655	0	0	0.02247191	0.021428571	0.034883721	0.00952381	0.008849558	0.025
0.214285714	0	0.146666667	0.244635193	0.281690141	0.507042254	0	0.298387097	0.100502513	0.02173913	0.386956522	0.296943231	0.229665072	0.227678571	0.328063241	0.293269231	0.190677966	0.335820896	0.554347826	0.19895288	0.302521008	0.005434783	1	0.32173913	0.784037559	0.22972973	0.135869565	0.397683398	0.128865979	0.658163265	0.384615385	0	0.27014218	0.285140562	0.220183486	0.620833333	0.322727273	0.554404145
0.323529412	0	0.257861635	0.622377622	0.653846154	0.262798635	0	0.571428571	0.15	0.023622047	0.458100559	0.62585034	0.344594595	0.331288344	0.625730994	0.661417323	0.343373494	0.5625	0.461538462	0.171232877	0.527272727	0.024193548	0.32173913	1	0.358649789	0.335403727	0.198412698	0.543147208	0.192592593	0.412698413	0.492307692	0	0.615384615	0.55952381	0.350649351	0.390756303	0.618055556	0.449101796
0.230769231	0	0.184549356	0.246963563	0.287610619	0.598566308	0	0.317829457	0.144927536	0.01980198	0.421940928	0.307053942	0.267281106	0.241525424	0.335849057	0.298642534	0.196	0.352517986	0.512437811	0.199029126	0.322580645	0.015	0.784037559	0.358649789	1	0.243589744	0.135	0.439393939	0.167487685	0.573394495	0.35	0	0.276785714	0.305019305	0.262222222	0.615079365	0.314893617	0.536231884
0.49	0	0.469565217	0.322368421	0.415384615	0.20212766	0	0.438271605	0.3	0.010204082	0.299435028	0.405405405	0.448275862	0.978723404	0.372222222	0.384615385	0.613445378	0.438502674	0.287581699	0.147540984	0.444444444	0.032258065	0.22972973	0.335403727	0.243589744	1	0.111111111	0.459893048	0.354166667	0.275675676	0.244274809	0	0.387596899	0.417177914	0.685714286	0.219512195	0.328947368	0.343949045
0.148648649	0	0.129032258	0.096	0.111111111	0.104417671	0	0.076433121	0.157894737	0.129032258	0.144827586	0.090909091	0.238095238	0.109090909	0.12962963	0.115384615	0.103448276	0.132596685	0.198198198	0.266666667	0.082758621	0	0.135869565	0.198412698	0.135	0.111111111	1	0.135869565	0.178571429	0.170068027	0.285714286	0	0.116504854	0.077419355	0.107843137	0.123809524	0.140495868	0.185483871
0.307692308	0	0.34375	0.435643564	0.429319372	0.38961039	0	0.563106796	0.196721311	0.016216216	0.463302752	0.47761194	0.367021277	0.455026455	0.570093458	0.408376963	0.412060302	0.71291866	0.444444444	0.174358974	0.542288557	0.016483516	0.397683398	0.543147208	0.439393939	0.459893048	0.135869565	1	0.209944751	0.425438596	0.340425532	0	0.403141361	0.54589372	0.453551913	0.440740741	0.47715736	0.485148515
0.397058824	0	0.419753086	0.176	0.25	0.126482213	0	0.226027397	0.52	0.022727273	0.23943662	0.232	0.407407407	0.346938776	0.176829268	0.272727273	0.266055046	0.194444444	0.181818182	0.162162162	0.227941176	0.076923077	0.128865979	0.192592593	0.167487685	0.354166667	0.178571429	0.209944751	1	0.144654088	0.135416667	0	0.25	0.212328767	0.447058824	0.128440367	0.184	0.217054264
0.296774194	0	0.175531915	0.297435897	0.380116959	0.401433692	0	0.319444444	0.116564417	0.027210884	0.424242424	0.354166667	0.25	0.272727273	0.384259259	0.380952381	0.232323232	0.35443038	0.62745098	0.215189873	0.325242718	0.020689655	0.658163265	0.412698413	0.573394495	0.275675676	0.170068027	0.425438596	0.144654088	1	0.452702703	0	0.358823529	0.298165138	0.25136612	0.550660793	0.387978142	0.64375
0.347368421	0	0.147286822	0.40625	0.481818182	0.186567164	0	0.333333333	0.12371134	0.054054054	0.421768707	0.385185185	0.225	0.240601504	0.37804878	0.5	0.221428571	0.326203209	0.557522124	0.202020202	0.360544218	0	0.384615385	0.492307692	0.35	0.244274809	0.285714286	0.340425532	0.135416667	0.452702703	1	0	0.504761905	0.337579618	0.268292683	0.322274882	0.483606557	0.507936508
0	0	0	0	0	0	0	0	0	0.142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.44	0	0.291338583	0.633333333	0.845360825	0.163763066	0	0.561643836	0.19047619	0.010752688	0.397515528	0.624	0.2734375	0.381679389	0.50310559	0.842105263	0.355072464	0.483146067	0.432835821	0.106557377	0.6	0.02247191	0.27014218	0.615384615	0.276785714	0.387596899	0.116504854	0.403141361	0.25	0.358823529	0.504761905	0	1	0.547945205	0.409836066	0.328828829	0.628099174	0.430555556
0.306666667	0	0.285714286	0.698630137	0.593103448	0.233226837	0	0.904761905	0.204081633	0.006896552	0.36453202	0.734693878	0.264705882	0.412121212	0.563829787	0.598591549	0.327777778	0.689839572	0.348066298	0.106508876	0.874125874	0.021428571	0.285140562	0.55952381	0.305019305	0.417177914	0.077419355	0.54589372	0.212328767	0.298165138	0.337579618	0	0.547945205	1	0.408805031	0.399193548	0.575949367	0.387096774
0.577777778	0	0.5	0.337931034	0.43902439	0.220588235	0	0.439490446	0.397727273	0.010989011	0.359756098	0.395833333	0.47706422	0.672897196	0.403508772	0.406504065	0.56779661	0.416216216	0.310344828	0.136752137	0.445945946	0.034883721	0.220183486	0.350649351	0.262222222	0.685714286	0.107843137	0.453551913	0.447058824	0.25136612	0.268292683	0	0.409836066	0.408805031	1	0.231092437	0.363636364	0.333333333
